2219Temp+Humid,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
19106,02/04/21 6:40,22.5,20,-1.6,,
19107,02/04/21 6:50,22.5,20,-1.6,,
19108,02/04/21 7:00,22.5,20,-1.6,,
19109,02/04/21 7:10,22.5,20,-1.6,,
19110,02/04/21 7:20,22.5,20,-1.6,,
19111,02/04/21 7:30,22.5,20,-1.6,,
19112,02/04/21 7:40,22,20.5,-1.6,,
19113,02/04/21 7:50,22,20.5,-1.6,,
19114,02/04/21 8:00,22,20.5,-1.6,,
19115,02/04/21 8:10,22,20.5,-1.6,,
19116,02/04/21 8:20,22,20.5,-1.6,,
19117,02/04/21 8:30,22,20.5,-1.6,,
19118,02/04/21 8:40,22,20.5,-1.6,,
19119,02/04/21 8:50,22,20.5,-1.6,,
19120,02/04/21 9:00,22,20.5,-1.6,,
19121,02/04/21 9:10,22,20.5,-1.6,,
19122,02/04/21 9:20,22,20.5,-1.6,,
19123,02/04/21 9:30,22,20.5,-1.6,,
19124,02/04/21 9:40,22,21,-1.3,,
19125,02/04/21 9:50,22,21,-1.3,,
19126,02/04/21 10:00,22,21,-1.3,,
19127,02/04/21 10:10,22,21,-1.3,,
19128,02/04/21 10:20,22,21,-1.3,,
19129,02/04/21 10:30,22,21,-1.3,,
19130,02/04/21 10:40,22,21,-1.3,,
19131,02/04/21 10:50,22,21,-1.3,,
19132,02/04/21 11:00,22,21,-1.3,,
19133,02/04/21 11:10,22,21.5,-1,,
19134,02/04/21 11:20,22,21.5,-1,,
19135,02/04/21 11:30,22,22,-0.7,,
19136,02/04/21 11:40,22,22.5,-0.4,,
19137,02/04/21 11:50,22,23,-0.1,,
19138,02/04/21 12:00,22,23.5,0.2,,
19139,02/04/21 12:10,22,23.5,0.2,,
19140,02/04/21 12:20,22,23.5,0.2,,
19141,02/04/21 12:30,22,23.5,0.2,,
19142,02/04/21 12:40,22,23.5,0.2,,
19143,02/04/21 12:50,22,23,-0.1,,
19144,02/04/21 13:00,22,23.5,0.2,,
19145,02/04/21 13:10,22,23.5,0.2,,
19146,02/04/21 13:20,22,23.5,0.2,,
19147,02/04/21 13:30,22,24,0.5,,
19148,02/04/21 13:40,22,24,0.5,,
19149,02/04/21 13:50,22,24,0.5,,
19150,02/04/21 14:00,22,24.5,0.8,,
19151,02/04/21 14:10,22,24.5,0.8,,
19152,02/04/21 14:20,22,25,1.1,,
19153,02/04/21 14:30,22,25,1.1,,
19154,02/04/21 14:40,22,25,1.1,,
19155,02/04/21 14:50,22,25.5,1.4,,
19156,02/04/21 15:00,22,25.5,1.4,,
19157,02/04/21 15:10,22,25.5,1.4,,
19158,02/04/21 15:20,22,25.5,1.4,,
19159,02/04/21 15:30,22,25.5,1.4,,
19160,02/04/21 15:40,22,25.5,1.4,,
19161,02/04/21 15:50,22,26,1.6,,
19162,02/04/21 16:00,22,26,1.6,,
19163,02/04/21 16:10,22,26.5,1.9,,
19164,02/04/21 16:20,22,26.5,1.9,,
19165,02/04/21 16:30,22,26.5,1.9,,
19166,02/04/21 16:40,22,26.5,1.9,,
19167,02/04/21 16:50,22,26.5,1.9,,
19168,02/04/21 17:00,22,27,2.2,,
19169,02/04/21 17:10,22,26.5,1.9,,
19170,02/04/21 17:20,22,26.5,1.9,,
19171,02/04/21 17:30,22,26,1.6,,
19172,02/04/21 17:40,22,25.5,1.4,,
19173,02/04/21 17:50,22,25,1.1,,
19174,02/04/21 18:00,22,24.5,0.8,,
19175,02/04/21 18:10,22,24,0.5,,
19176,02/04/21 18:20,22,24,0.5,,
19177,02/04/21 18:30,22,23.5,0.2,,
19178,02/04/21 18:40,22,23,-0.1,,
19179,02/04/21 18:50,22,23,-0.1,,
19180,02/04/21 19:00,22,22.5,-0.4,,
19181,02/04/21 19:10,22,22.5,-0.4,,
19182,02/04/21 19:20,22,22,-0.7,,
19183,02/04/21 19:30,22,21.5,-1,,
19184,02/04/21 19:40,22,21.5,-1,,
19185,02/04/21 19:50,22,21.5,-1,,
19186,02/04/21 20:00,22,21,-1.3,,
19187,02/04/21 20:10,22,21,-1.3,,
19188,02/04/21 20:20,22,20.5,-1.6,,
19189,02/04/21 20:30,22,20.5,-1.6,,
19190,02/04/21 20:40,22,20.5,-1.6,,
19191,02/04/21 20:50,22,20,-2,,
19192,02/04/21 21:00,22,20,-2,,
19193,02/04/21 21:10,22,20,-2,,
19194,02/04/21 21:20,22,19.5,-2.3,,
19195,02/04/21 21:30,22,19.5,-2.3,,
19196,02/04/21 21:40,22,19.5,-2.3,,
19197,02/04/21 21:50,22,19,-2.7,,
19198,02/04/21 22:00,22,19,-2.7,,
19199,02/04/21 22:10,22,19,-2.7,,
19200,02/04/21 22:20,22,19,-2.7,,
19201,02/04/21 22:30,22,18.5,-3,,
19202,02/04/21 22:40,22,18.5,-3,,
19203,02/04/21 22:50,22,18.5,-3,,
19204,02/04/21 23:00,22,18.5,-3,,
19205,02/04/21 23:10,22,18,-3.4,,
19206,02/04/21 23:20,22,18,-3.4,,
19207,02/04/21 23:30,22,18,-3.4,,
19208,02/04/21 23:40,22,18,-3.4,,
19209,02/04/21 23:50,22,17.5,-3.8,,
19210,02/05/21 0:00,22,17.5,-3.8,,
19211,02/05/21 0:10,22,17.5,-3.8,,
19212,02/05/21 0:20,22,17.5,-3.8,,
19213,02/05/21 0:30,22,17.5,-3.8,,
19214,02/05/21 0:40,22,17.5,-3.8,,
19215,02/05/21 0:50,22,17.5,-3.8,,
19216,02/05/21 1:00,22,17.5,-3.8,,
19217,02/05/21 1:10,22,17.5,-3.8,,
19218,02/05/21 1:20,22,17.5,-3.8,,
19219,02/05/21 1:30,22,17.5,-3.8,,
19220,02/05/21 1:40,22,17.5,-3.8,,
19221,02/05/21 1:50,22.5,17.5,-3.4,,
19222,02/05/21 2:00,22.5,17.5,-3.4,,
19223,02/05/21 2:10,22.5,17.5,-3.4,,
19224,02/05/21 2:20,22.5,17.5,-3.4,,
19225,02/05/21 2:30,22.5,17.5,-3.4,,
19226,02/05/21 2:40,22.5,17.5,-3.4,,
19227,02/05/21 2:50,22.5,17.5,-3.4,,
19228,02/05/21 3:00,22.5,17.5,-3.4,,
19229,02/05/21 3:10,22.5,17.5,-3.4,,
19230,02/05/21 3:20,22.5,17,-3.7,,
19231,02/05/21 3:30,22.5,17,-3.7,,
19232,02/05/21 3:40,22.5,17,-3.7,,
19233,02/05/21 3:50,22.5,17,-3.7,,
19234,02/05/21 4:00,22.5,17,-3.7,,
19235,02/05/21 4:10,22.5,17,-3.7,,
19236,02/05/21 4:20,22.5,17,-3.7,,
19237,02/05/21 4:30,22.5,17,-3.7,,
19238,02/05/21 4:40,22.5,17,-3.7,,
19239,02/05/21 4:50,23,17,-3.3,,
19240,02/05/21 5:00,23,17,-3.3,,
19241,02/05/21 5:10,23,16.5,-3.7,,
19242,02/05/21 5:20,23,16.5,-3.7,,
19243,02/05/21 5:30,22.5,16,-4.5,,
19244,02/05/21 5:40,22.5,16,-4.5,,
19245,02/05/21 5:50,22.5,16,-4.5,,
19246,02/05/21 6:00,22.5,16,-4.5,,
19247,02/05/21 6:10,22.5,16,-4.5,,
19248,02/05/21 6:20,22.5,16,-4.5,,
19249,02/05/21 6:30,22.5,16,-4.5,,
19250,02/05/21 6:40,22.5,16,-4.5,,
19251,02/05/21 6:50,22,16,-4.9,,
19252,02/05/21 7:00,22,16,-4.9,,
19253,02/05/21 7:10,22,16,-4.9,,
19254,02/05/21 7:20,22,16,-4.9,,
19255,02/05/21 7:30,22,16,-4.9,,
19256,02/05/21 7:40,22,16,-4.9,,
19257,02/05/21 7:50,22,16.5,-4.5,,
19258,02/05/21 8:00,22,16.5,-4.5,,
19259,02/05/21 8:10,22,16.5,-4.5,,
19260,02/05/21 8:20,22,16.5,-4.5,,
19261,02/05/21 8:30,22,16.5,-4.5,,
19262,02/05/21 8:40,22,16.5,-4.5,,
19263,02/05/21 8:50,22,16.5,-4.5,,
19264,02/05/21 9:00,22,16,-4.9,,
19265,02/05/21 9:10,22,16.5,-4.5,,
19266,02/05/21 9:20,22,17,-4.1,,
19267,02/05/21 9:30,22,16.5,-4.5,,
19268,02/05/21 9:40,22,16.5,-4.5,,
19269,02/05/21 9:50,22,16.5,-4.5,,
19270,02/05/21 10:00,22,16.5,-4.5,,
19271,02/05/21 10:10,22,16.5,-4.5,,
19272,02/05/21 10:20,22,16.5,-4.5,,
19273,02/05/21 10:30,22,16.5,-4.5,,
19274,02/05/21 10:40,22,16.5,-4.5,,
19275,02/05/21 10:50,22,16.5,-4.5,,
19276,02/05/21 11:00,22,16.5,-4.5,,
19277,02/05/21 11:10,22,16.5,-4.5,,
19278,02/05/21 11:20,22,16.5,-4.5,,
19279,02/05/21 11:30,22,16.5,-4.5,,
19280,02/05/21 11:40,22,16.5,-4.5,,
19281,02/05/21 11:50,22,16.5,-4.5,,
19282,02/05/21 12:00,22,16.5,-4.5,,
19283,02/05/21 12:10,22,16.5,-4.5,,
19284,02/05/21 12:20,22,16.5,-4.5,,
19285,02/05/21 12:30,22,16.5,-4.5,,
19286,02/05/21 12:40,22,16.5,-4.5,,
19287,02/05/21 12:50,22,16.5,-4.5,,
19288,02/05/21 13:00,22,16.5,-4.5,,
19289,02/05/21 13:10,22,16.5,-4.5,,
19290,02/05/21 13:20,22,16.5,-4.5,,
19291,02/05/21 13:30,22,16.5,-4.5,,
19292,02/05/21 13:40,22,16.5,-4.5,,
19293,02/05/21 13:50,22,16.5,-4.5,,
19294,02/05/21 14:00,22,16.5,-4.5,,
19295,02/05/21 14:10,22,16.5,-4.5,,
19296,02/05/21 14:20,22,16,-4.9,,
19297,02/05/21 14:30,22,16,-4.9,,
19298,02/05/21 14:40,22,16,-4.9,,
19299,02/05/21 14:50,22,16,-4.9,,
19300,02/05/21 15:00,22,16,-4.9,,
19301,02/05/21 15:10,22,16,-4.9,,
19302,02/05/21 15:20,22,16.5,-4.5,,
19303,02/05/21 15:30,22,16.5,-4.5,,
19304,02/05/21 15:40,22,16.5,-4.5,,
19305,02/05/21 15:50,22,16.5,-4.5,,
19306,02/05/21 16:00,22,16.5,-4.5,,
19307,02/05/21 16:10,22,16,-4.9,,
19308,02/05/21 16:20,22,16,-4.9,,
19309,02/05/21 16:30,22,16,-4.9,,
19310,02/05/21 16:40,22,16,-4.9,,
19311,02/05/21 16:50,22,16,-4.9,,
19312,02/05/21 17:00,22,16,-4.9,,
19313,02/05/21 17:10,22,16,-4.9,,
19314,02/05/21 17:20,22,16,-4.9,,
19315,02/05/21 17:30,22,16,-4.9,,
19316,02/05/21 17:40,22,16,-4.9,,
19317,02/05/21 17:50,22,16,-4.9,,
19318,02/05/21 18:00,22,16,-4.9,,
19319,02/05/21 18:10,22,16,-4.9,,
19320,02/05/21 18:20,22,16,-4.9,,
19321,02/05/21 18:30,22,16,-4.9,,
19322,02/05/21 18:40,22,16,-4.9,,
19323,02/05/21 18:50,22,16,-4.9,,
19324,02/05/21 19:00,22,16,-4.9,,
19325,02/05/21 19:10,22,16,-4.9,,
19326,02/05/21 19:20,22,15.5,-5.4,,
19327,02/05/21 19:30,22,15.5,-5.4,,
19328,02/05/21 19:40,22,15.5,-5.4,,
19329,02/05/21 19:50,22,15.5,-5.4,,
19330,02/05/21 20:00,22,15.5,-5.4,,
19331,02/05/21 20:10,22,15.5,-5.4,,
19332,02/05/21 20:20,22,15.5,-5.4,,
19333,02/05/21 20:30,22,15.5,-5.4,,
19334,02/05/21 20:40,22,15,-5.8,,
19335,02/05/21 20:50,22,15,-5.8,,
19336,02/05/21 21:00,22,15,-5.8,,
19337,02/05/21 21:10,22,15,-5.8,,
19338,02/05/21 21:20,22,15,-5.8,,
19339,02/05/21 21:30,22,15,-5.8,,
19340,02/05/21 21:40,22,15,-5.8,,
19341,02/05/21 21:50,22,15,-5.8,,
19342,02/05/21 22:00,22,15,-5.8,,
19343,02/05/21 22:10,22,15,-5.8,,
19344,02/05/21 22:20,22,15,-5.8,,
19345,02/05/21 22:30,22,15,-5.8,,
19346,02/05/21 22:40,22,15,-5.8,,
19347,02/05/21 22:50,22,15,-5.8,,
19348,02/05/21 23:00,22,15,-5.8,,
19349,02/05/21 23:10,22,15,-5.8,,
19350,02/05/21 23:20,22,14.5,-6.2,,
19351,02/05/21 23:30,22,14.5,-6.2,,
19352,02/05/21 23:40,22,14.5,-6.2,,
19353,02/05/21 23:50,22,14.5,-6.2,,
19354,02/06/21 0:00,22,14.5,-6.2,,
19355,02/06/21 0:10,22,14.5,-6.2,,
19356,02/06/21 0:20,22,14.5,-6.2,,
19357,02/06/21 0:30,22,14.5,-6.2,,
19358,02/06/21 0:40,22,14.5,-6.2,,
19359,02/06/21 0:50,22,14.5,-6.2,,
19360,02/06/21 1:00,22,14.5,-6.2,,
19361,02/06/21 1:10,22,14.5,-6.2,,
19362,02/06/21 1:20,22,14.5,-6.2,,
19363,02/06/21 1:30,22,14.5,-6.2,,
19364,02/06/21 1:40,22.5,14.5,-5.8,,
19365,02/06/21 1:50,22.5,14.5,-5.8,,
19366,02/06/21 2:00,22.5,14.5,-5.8,,
19367,02/06/21 2:10,22.5,14.5,-5.8,,
19368,02/06/21 2:20,22.5,14.5,-5.8,,
19369,02/06/21 2:30,22.5,14.5,-5.8,,
19370,02/06/21 2:40,22.5,14,-6.3,,
19371,02/06/21 2:50,22.5,14,-6.3,,
19372,02/06/21 3:00,22.5,14,-6.3,,
19373,02/06/21 3:10,22.5,14,-6.3,,
19374,02/06/21 3:20,22.5,14,-6.3,,
19375,02/06/21 3:30,22.5,14,-6.3,,
19376,02/06/21 3:40,22.5,14,-6.3,,
19377,02/06/21 3:50,22.5,14,-6.3,,
19378,02/06/21 4:00,22.5,14,-6.3,,
19379,02/06/21 4:10,22.5,13.5,-6.8,,
19380,02/06/21 4:20,22.5,14,-6.3,,
19381,02/06/21 4:30,22.5,13.5,-6.8,,
19382,02/06/21 4:40,22.5,13.5,-6.8,,
19383,02/06/21 4:50,22.5,13.5,-6.8,,
19384,02/06/21 5:00,22.5,13.5,-6.8,,
19385,02/06/21 5:10,22.5,13.5,-6.8,,
19386,02/06/21 5:20,23,13.5,-6.4,,
19387,02/06/21 5:30,22.5,13.5,-6.8,,
19388,02/06/21 5:40,22.5,13,-7.3,,
19389,02/06/21 5:50,22.5,13,-7.3,,
19390,02/06/21 6:00,22.5,13,-7.3,,
19391,02/06/21 6:10,22.5,13,-7.3,,
19392,02/06/21 6:20,22.5,13,-7.3,,
19393,02/06/21 6:30,22.5,13,-7.3,,
19394,02/06/21 6:40,22.5,13,-7.3,,
19395,02/06/21 6:50,22,13,-7.6,,
19396,02/06/21 7:00,22,13,-7.6,,
19397,02/06/21 7:10,22,13,-7.6,,
19398,02/06/21 7:20,22,13,-7.6,,
19399,02/06/21 7:30,22,13,-7.6,,
19400,02/06/21 7:40,22,13,-7.6,,
19401,02/06/21 7:50,22,13,-7.6,,
19402,02/06/21 8:00,22,13,-7.6,,
19403,02/06/21 8:10,22,13,-7.6,,
19404,02/06/21 8:20,22,13,-7.6,,
19405,02/06/21 8:30,22,13,-7.6,,
19406,02/06/21 8:40,22,13,-7.6,,
19407,02/06/21 8:50,22,13,-7.6,,
19408,02/06/21 9:00,22,13,-7.6,,
19409,02/06/21 9:10,22,13,-7.6,,
19410,02/06/21 9:20,22,13,-7.6,,
19411,02/06/21 9:30,22,13,-7.6,,
19412,02/06/21 9:40,22,12.5,-8.2,,
19413,02/06/21 9:50,22,12.5,-8.2,,
19414,02/06/21 10:00,22,12.5,-8.2,,
19415,02/06/21 10:10,22,12.5,-8.2,,
19416,02/06/21 10:20,22,12.5,-8.2,,
19417,02/06/21 10:30,22,12.5,-8.2,,
19418,02/06/21 10:40,22,12.5,-8.2,,
19419,02/06/21 10:50,22,12.5,-8.2,,
19420,02/06/21 11:00,22,12.5,-8.2,,
19421,02/06/21 11:10,22,12.5,-8.2,,
19422,02/06/21 11:20,22,12.5,-8.2,,
19423,02/06/21 11:30,22,12.5,-8.2,,
19424,02/06/21 11:40,22,12.5,-8.2,,
19425,02/06/21 11:50,22,12.5,-8.2,,
19426,02/06/21 12:00,22,12.5,-8.2,,
19427,02/06/21 12:10,22,12.5,-8.2,,
19428,02/06/21 12:20,22,12.5,-8.2,,
19429,02/06/21 12:30,22,12.5,-8.2,,
19430,02/06/21 12:40,22,12.5,-8.2,,
19431,02/06/21 12:50,22,12.5,-8.2,,
19432,02/06/21 13:00,22,12.5,-8.2,,
19433,02/06/21 13:10,22,12.5,-8.2,,
19434,02/06/21 13:20,22,13,-7.6,,
19435,02/06/21 13:30,22,13,-7.6,,
19436,02/06/21 13:40,22,13,-7.6,,
19437,02/06/21 13:50,22,13,-7.6,,
19438,02/06/21 14:00,22,13,-7.6,,
19439,02/06/21 14:10,22,13,-7.6,,
19440,02/06/21 14:20,22,13,-7.6,,
19441,02/06/21 14:30,22,13,-7.6,,
19442,02/06/21 14:40,22,13,-7.6,,
19443,02/06/21 14:50,22,13,-7.6,,
19444,02/06/21 15:00,22,13.5,-7.2,,
19445,02/06/21 15:10,22,13.5,-7.2,,
19446,02/06/21 15:20,22,13.5,-7.2,,
19447,02/06/21 15:30,22,13.5,-7.2,,
19448,02/06/21 15:40,22,13.5,-7.2,,
19449,02/06/21 15:50,22,13.5,-7.2,,
19450,02/06/21 16:00,22,13.5,-7.2,,
19451,02/06/21 16:10,22,13.5,-7.2,,
19452,02/06/21 16:20,22,13.5,-7.2,,
19453,02/06/21 16:30,22,13.5,-7.2,,
19454,02/06/21 16:40,22,13.5,-7.2,,
19455,02/06/21 16:50,22,13.5,-7.2,,
19456,02/06/21 17:00,22,13.5,-7.2,,
19457,02/06/21 17:10,22,13.5,-7.2,,
19458,02/06/21 17:20,22,13.5,-7.2,,
19459,02/06/21 17:30,22,13.5,-7.2,,
19460,02/06/21 17:40,22,13.5,-7.2,,
19461,02/06/21 17:50,22,13.5,-7.2,,
19462,02/06/21 18:00,22,13.5,-7.2,,
19463,02/06/21 18:10,22,13.5,-7.2,,
19464,02/06/21 18:20,22,13.5,-7.2,,
19465,02/06/21 18:30,22,13.5,-7.2,,
19466,02/06/21 18:40,22,14,-6.7,,
19467,02/06/21 18:50,22,14,-6.7,,
19468,02/06/21 19:00,22,14,-6.7,,
19469,02/06/21 19:10,22,14.5,-6.2,,
19470,02/06/21 19:20,22,14.5,-6.2,,
19471,02/06/21 19:30,22,14.5,-6.2,,
19472,02/06/21 19:40,22,14.5,-6.2,,
19473,02/06/21 19:50,22,14.5,-6.2,,
19474,02/06/21 20:00,22,14.5,-6.2,,
19475,02/06/21 20:10,22,14.5,-6.2,,
19476,02/06/21 20:20,22,14.5,-6.2,,
19477,02/06/21 20:30,22,14.5,-6.2,,
19478,02/06/21 20:40,22,14.5,-6.2,,
19479,02/06/21 20:50,22,14.5,-6.2,,
19480,02/06/21 21:00,22,14.5,-6.2,,
19481,02/06/21 21:10,22,14,-6.7,,
19482,02/06/21 21:20,22,14,-6.7,,
19483,02/06/21 21:30,22,14,-6.7,,
19484,02/06/21 21:40,22,14,-6.7,,
19485,02/06/21 21:50,22,14,-6.7,,
19486,02/06/21 22:00,22,14,-6.7,,
19487,02/06/21 22:10,22,13.5,-7.2,,
19488,02/06/21 22:20,22,13.5,-7.2,,
19489,02/06/21 22:30,22,13.5,-7.2,,
19490,02/06/21 22:40,22,13.5,-7.2,,
19491,02/06/21 22:50,22,13.5,-7.2,,
19492,02/06/21 23:00,22,13.5,-7.2,,
19493,02/06/21 23:10,22,13,-7.6,,
19494,02/06/21 23:20,22,13,-7.6,,
19495,02/06/21 23:30,22,13,-7.6,,
19496,02/06/21 23:40,22,13,-7.6,,
19497,02/06/21 23:50,22,13,-7.6,,
19498,02/07/21 0:00,22,13,-7.6,,
19499,02/07/21 0:10,22,13,-7.6,,
19500,02/07/21 0:20,22,13,-7.6,,
19501,02/07/21 0:30,22,13,-7.6,,
19502,02/07/21 0:40,22,13,-7.6,,
19503,02/07/21 0:50,22.5,13,-7.3,,
19504,02/07/21 1:00,22.5,13,-7.3,,
19505,02/07/21 1:10,22.5,13,-7.3,,
19506,02/07/21 1:20,22.5,12.5,-7.8,,
19507,02/07/21 1:30,22.5,12.5,-7.8,,
19508,02/07/21 1:40,22.5,12.5,-7.8,,
19509,02/07/21 1:50,22.5,12.5,-7.8,,
19510,02/07/21 2:00,22.5,12,-8.3,,
19511,02/07/21 2:10,22.5,12,-8.3,,
19512,02/07/21 2:20,22.5,12,-8.3,,
19513,02/07/21 2:30,22.5,12,-8.3,,
19514,02/07/21 2:40,22.5,12,-8.3,,
19515,02/07/21 2:50,22.5,12,-8.3,,
19516,02/07/21 3:00,22.5,11.5,-8.8,,
19517,02/07/21 3:10,22.5,12,-8.3,,
19518,02/07/21 3:20,22.5,11.5,-8.8,,
19519,02/07/21 3:30,22.5,11.5,-8.8,,
19520,02/07/21 3:40,22.5,11.5,-8.8,,
19521,02/07/21 3:50,22.5,11.5,-8.8,,
19522,02/07/21 4:00,22.5,11.5,-8.8,,
19523,02/07/21 4:10,22.5,11.5,-8.8,,
19524,02/07/21 4:20,22.5,11.5,-8.8,,
19525,02/07/21 4:30,22.5,11.5,-8.8,,
19526,02/07/21 4:40,22.5,11.5,-8.8,,
19527,02/07/21 4:50,23,11.5,-8.4,,
19528,02/07/21 5:00,23,11.5,-8.4,,
19529,02/07/21 5:10,23,11,-9,,
19530,02/07/21 5:20,23,11.5,-8.4,,
19531,02/07/21 5:30,23,11.5,-8.4,,
19532,02/07/21 5:40,23,11.5,-8.4,,
19533,02/07/21 5:50,23,11,-9,,
19534,02/07/21 6:00,23,11,-9,,
19535,02/07/21 6:10,23,11,-9,,
19536,02/07/21 6:20,23,10.5,-9.6,,
19537,02/07/21 6:30,23,10.5,-9.6,,
19538,02/07/21 6:40,22.5,10.5,-10,,
19539,02/07/21 6:50,22.5,10.5,-10,,
19540,02/07/21 7:00,22.5,10.5,-10,,
19541,02/07/21 7:10,22.5,10.5,-10,,
19542,02/07/21 7:20,22.5,10.5,-10,,
19543,02/07/21 7:30,22.5,10.5,-10,,
19544,02/07/21 7:40,22.5,10.5,-10,,
19545,02/07/21 7:50,22.5,10.5,-10,,
19546,02/07/21 8:00,22.5,10.5,-10,,
19547,02/07/21 8:10,22,10,-11,,
19548,02/07/21 8:20,22,10,-11,,
19549,02/07/21 8:30,22,10,-11,,
19550,02/07/21 8:40,22,10,-11,,
19551,02/07/21 8:50,22,10,-11,,
19552,02/07/21 9:00,22,10,-11,,
19553,02/07/21 9:10,22,10,-11,,
19554,02/07/21 9:20,22,10,-11,,
19555,02/07/21 9:30,22,10,-11,,
19556,02/07/21 9:40,22,10,-11,,
19557,02/07/21 9:50,22,10,-11,,
19558,02/07/21 10:00,22,10,-11,,
19559,02/07/21 10:10,22,10,-11,,
19560,02/07/21 10:20,22,10,-11,,
19561,02/07/21 10:30,22,10,-11,,
19562,02/07/21 10:40,22,10,-11,,
19563,02/07/21 10:50,22,10,-11,,
19564,02/07/21 11:00,22,10,-11,,
19565,02/07/21 11:10,22,10,-11,,
19566,02/07/21 11:20,22,10,-11,,
19567,02/07/21 11:30,22,10,-11,,
19568,02/07/21 11:40,22,10,-11,,
19569,02/07/21 11:50,22,10,-11,,
19570,02/07/21 12:00,22,10,-11,,
19571,02/07/21 12:10,22,10,-11,,
19572,02/07/21 12:20,22,10,-11,,
19573,02/07/21 12:30,22,10,-11,,
19574,02/07/21 12:40,22,10,-11,,
19575,02/07/21 12:50,22,10,-11,,
19576,02/07/21 13:00,22,10,-11,,
19577,02/07/21 13:10,22,10,-11,,
19578,02/07/21 13:20,22,10,-11,,
19579,02/07/21 13:30,22,10,-11,,
19580,02/07/21 13:40,22,10,-11,,
19581,02/07/21 13:50,22,10,-11,,
19582,02/07/21 14:00,22,10,-11,,
19583,02/07/21 14:10,22,10,-11,,
19584,02/07/21 14:20,22,10.5,-10.4,,
19585,02/07/21 14:30,22,10.5,-10.4,,
19586,02/07/21 14:40,22,10.5,-10.4,,
19587,02/07/21 14:50,22,10.5,-10.4,,
19588,02/07/21 15:00,22,10,-11,,
19589,02/07/21 15:10,22,10,-11,,
19590,02/07/21 15:20,22,10.5,-10.4,,
19591,02/07/21 15:30,22,10.5,-10.4,,
19592,02/07/21 15:40,22,10.5,-10.4,,
19593,02/07/21 15:50,22,10.5,-10.4,,
19594,02/07/21 16:00,22,10.5,-10.4,,
19595,02/07/21 16:10,22,10.5,-10.4,,
19596,02/07/21 16:20,22,10.5,-10.4,,
19597,02/07/21 16:30,22,10.5,-10.4,,
19598,02/07/21 16:40,22,10.5,-10.4,,
19599,02/07/21 16:50,22,10.5,-10.4,,
19600,02/07/21 17:00,22,10.5,-10.4,,
19601,02/07/21 17:10,22,10.5,-10.4,,
19602,02/07/21 17:20,22,10.5,-10.4,,
19603,02/07/21 17:30,22,10.5,-10.4,,
19604,02/07/21 17:40,22,10.5,-10.4,,
19605,02/07/21 17:50,22,10.5,-10.4,,
19606,02/07/21 18:00,22,10.5,-10.4,,
19607,02/07/21 18:10,22,10.5,-10.4,,
19608,02/07/21 18:20,22,10.5,-10.4,,
19609,02/07/21 18:30,22,10.5,-10.4,,
19610,02/07/21 18:40,22,10.5,-10.4,,
19611,02/07/21 18:50,22,10.5,-10.4,,
19612,02/07/21 19:00,22,10.5,-10.4,,
19613,02/07/21 19:10,22,10.5,-10.4,,
19614,02/07/21 19:20,22,10.5,-10.4,,
19615,02/07/21 19:30,22,10.5,-10.4,,
19616,02/07/21 19:40,22,10.5,-10.4,,
19617,02/07/21 19:50,22,10.5,-10.4,,
19618,02/07/21 20:00,22,10.5,-10.4,,
19619,02/07/21 20:10,22,10.5,-10.4,,
19620,02/07/21 20:20,22,10.5,-10.4,,
19621,02/07/21 20:30,22,10.5,-10.4,,
19622,02/07/21 20:40,22,10.5,-10.4,,
19623,02/07/21 20:50,22,10.5,-10.4,,
19624,02/07/21 21:00,22,10.5,-10.4,,
19625,02/07/21 21:10,22,10.5,-10.4,,
19626,02/07/21 21:20,22,10.5,-10.4,,
19627,02/07/21 21:30,22,10.5,-10.4,,
19628,02/07/21 21:40,22,10.5,-10.4,,
19629,02/07/21 21:50,22,10.5,-10.4,,
19630,02/07/21 22:00,22,10.5,-10.4,,
19631,02/07/21 22:10,22,10.5,-10.4,,
19632,02/07/21 22:20,22,10.5,-10.4,,
19633,02/07/21 22:30,22,10.5,-10.4,,
19634,02/07/21 22:40,22,10.5,-10.4,,
19635,02/07/21 22:50,22,10.5,-10.4,,
19636,02/07/21 23:00,22,10.5,-10.4,,
19637,02/07/21 23:10,22,10.5,-10.4,,
19638,02/07/21 23:20,22,10.5,-10.4,,
19639,02/07/21 23:30,22,10.5,-10.4,,
19640,02/07/21 23:40,22,11,-9.8,,
19641,02/07/21 23:50,22,11,-9.8,,
19642,02/08/21 0:00,22,10.5,-10.4,,
19643,02/08/21 0:10,22,11,-9.8,,
19644,02/08/21 0:20,22,11,-9.8,,
19645,02/08/21 0:30,22,11,-9.8,,
19646,02/08/21 0:40,22,11,-9.8,,
19647,02/08/21 0:50,22,11,-9.8,,
19648,02/08/21 1:00,22,11,-9.8,,
19649,02/08/21 1:10,22,11,-9.8,,
19650,02/08/21 1:20,22.5,11,-9.4,,
19651,02/08/21 1:30,22.5,11,-9.4,,
19652,02/08/21 1:40,22.5,11,-9.4,,
19653,02/08/21 1:50,22.5,11,-9.4,,
19654,02/08/21 2:00,22.5,11,-9.4,,
19655,02/08/21 2:10,22.5,11,-9.4,,
19656,02/08/21 2:20,22.5,11,-9.4,,
19657,02/08/21 2:30,22.5,11,-9.4,,
19658,02/08/21 2:40,22.5,11,-9.4,,
19659,02/08/21 2:50,22.5,11,-9.4,,
